title,description,full_text,url,published_at,source,summary,topics,sentiment,key_entities,ingested_at
"Lego aces, brick by brick, in the age of Nvidia",Explore insights from the 2026 Brand Finance report on the resilience and evolution of iconic brands like Lego and Walmart.,"Each year, I look forward to the report on the world’s most valuable and strongest brands, published by Brand Finance, a respected brand valuation consultancy firm. Here are some of the top conclusions of the 2026 report:

Apple, Tata and NVIDIA

Apple remains the world’s most valuable brand, while Tata retains its top spot in India. Both these iconic brands have strengthened their valuations this year, through a consistent focus on their core purpose and by enhancing the trust and love they have earned among millions of customers.

Nvidia’s brand value has more than doubled since last year, and it is now the fifth most valued globally. This is an amazing rise in a single year, making it more valuable than Facebook and Walmart. Clearly, Nvidia’s rise signals the age of artificial intelligence, which is now upon us.

Of the top eight — Apple, Microsoft, Google, Amazon, Nvidia, Tik Tok, Walmart and Samsung — seven are native technology brands, with Walmart being the sole exception.

The report also lists the world’s “strongest” brands, which is quite different from the “most valuable” brands. These brands enjoy the strongest brand perception, which leads to the best outcome on customer behaviour. The five strongest brands are YouTube, WeChat, Microsoft, Google and Lego.

While many of these headlines are not surprising, I would like to dwell on some of the traditional brands — such as Lego, Walmart, Deloitte and Michelin — that truly surprised me with their resilience and strength in a world dominated by the rise and rise of AI.

Playing with LEGO

Lego is more than 90 years old, yet this toy maker holds its own as the fifth strongest brand in the world. It draws high admiration and enjoys a huge reputation. How does a toy brand manage this? First, it appeals both to children and adults, through toy sets of different complexities. As the Brand Finance report points out, familiarity of toy brands generally falls among older groups. Defying this trend, Lego has a familiarity of 86 per cent even among 55- to 64-year-olds. To bolster this inter-generational appeal, Lego has developed strategic partnerships with popular brands such as Ferrari and Harry Potter. It has also built deep emotional links with its customers, based on the timeless human desires of creativity, imagination and joy. Here is a case-study in marvellous brand reinvention, particularly given that Lego was virtually bankrupt just about 20 years ago.

Shopping at Walmart

Walmart is not as old as Lego, but still grey-haired at 64. Until around 15 years ago, it was slotted in our minds as a “traditional retailer” in a world overtaken by e-commerce. However, Walmart has evolved to become even more robust during the past few years. It began life with a hugely appealing consumer value proposition of “everyday low prices”, backed by a strong supply chain and economies of scale. In the past decade, it also added “convenience” through its successful e-commerce business, powered by a treasure t",https://www.thehindubusinessline.com/catalyst/lego-aces-brick-by-brick-in-the-age-of-nvidia/article70826676.ece,2026-04-05T14:01:11Z,BusinessLine,"The 2026 Brand Finance report highlights Apple as the world's most valuable brand, with Nvidia experiencing a significant rise in brand value.","AI, brand valuation, Nvidia",neutral,"Apple, Nvidia, Lego",2026-04-06 15:56:33.586661
I found 7 Windows apps that use your PC's NPU to improve efficiency and performance with AI — You might be surprised at what's on the list,"If you bought a new laptop in the last year, there's a good chance that it comes with an NPU. Besides Copilot+ tools in Windows 11, there are many apps that only get better thanks to the specialized AI hardware. Which ones are you using?","Microsoft made a big deal about the Neural Processing Unit (NPU) when it first unveiled Copilot+ PCs in 2024. The specialized piece of hardware is key to running AI tasks locally with more efficiency, and it has now spread from Qualcomm Snapdragon X chips to the latest Intel and AMD processors.

Although the rise of the NPU has largely been associated with Copilot+ AI tools in Windows 11, including Cocreator, Live Captions, Windows Studio Effects, and Recall, it's also being put to work by a growing number of third-party apps.

👉 Microsoft celebrates Windows 11 on Arm progress as users now spend the majority of their time in natively compiled apps — compatibility is no longer a concern

If your PC includes an NPU, and there's a good chance that it does in 2026, these apps are some of the best that actually make use of the specialized hardware.

1. Cephable — AI-assisted alternative inputs on PC

Getting Started with Cephable Professional - YouTube Watch On

Cephable is an AI software platform designed to accommodate the replacement of traditional PC input methods. Rather than a mouse and keyboard, Cephable offers adaptive controls via head, eye, or other motions (captured with a camera), as well as voice.

It can be configured to control apps and automate tasks, and it works on Windows, MacOS/iOS, and Android.

Your PC's NPU comes into play due to Cephable's on-device privacy stance. It keeps sensitive video and voice data out of the cloud, with the NPU providing a more efficient way to power the effects.

Cephable was originally designed to enhance accessibility for people with disabilities, but it has since been adopted by a much wider range of users who want to reduce screen time and improve productivity.

Free plans are available if you want to give Cephable a try, and quotes are available for enterprise and education scenarios.

2. Adobe Photoshop — AI-assisted photo editing

AI Photo Editing with Intel® Core™ Ultra Processors & Adobe Photoshop | Intel Business - YouTube Watch On

Most modern photo editors, including Adobe alternatives like Luminar NEO, GIMP, and Affinity Photo, now feature some sort of AI editing abilities, but Photoshop is usually the app that gets the most attention.

With an NPU in your PC, Photoshop tools like subject selection, background removal, denoising, upscaling, and masking happen faster and more efficiently.

Not only does this leave the CPU and GPU open for other tasks, but it also reduces battery draw and heat, both of which are especially important when you're editing photos on a laptop.

You can give Photoshop a try for free, but otherwise it will cost about $23 per month.

3. Norton — AI-assisted deepfake and scam protection

I know that many of our readers find Windows Defender to be all they need to protect their PC, but Norton Antivirus has recently added some great features that rely on an NPU to function.

I'm talking chiefly about AI-powered scam protection that can identify audio and video deepfakes",https://www.windowscentral.com/artificial-intelligence/apps-use-npu-ai-pcs,2026-04-05T14:01:06Z,Windows Central,Microsoft's Neural Processing Unit (NPU) is being used by various Windows apps to improve efficiency and performance with AI.,"AI, Windows, Microsoft",neutral,"Microsoft, Qualcomm, Intel",2026-04-06 15:56:33.586661
"AI is making crypto's security problem even worse, Ledger CTO warns","Ledger’s Charles Guillemet says artificial intelligence is making hacks cheaper and faster, forcing a rethink of how crypto systems stay secure.","Crypto platforms — and investors — have long suffered from hacker attacks and exploits. Now, artificial intelligence (AI) is making that threat even worse.

That’s the view of Charles Guillemet, chief technology officer at crypto wallet provider Ledger, who said the economics of cybersecurity are breaking down as AI tools make it faster and cheaper to attack systems.

""Finding vulnerabilities and exploiting them becomes really, really easy,"" Guillemet told CoinDesk in an interview. ""The cost is going down to zero.""

His remarks come as crypto heists are in the headlines again. Just this week, Solana-based decentralized finance protocol Drift was exploited, with attackers draining $285 million worth of digital assets. It is one of the most severe exploits of the year so far. A week before that, an attack on yield protocol Resolv led to $25 million in losses.

Altogether, over $1.4 billion in assets were stolen or lost in crypto attacks over the course of the past year, according to data by DefiLlama.

From asymmetry to arms race

Security has long relied on an imbalance: it should be harder and more expensive to hack a system than the potential reward.

But AI is eroding that advantage. Tasks that once took skilled researchers months, like reverse engineering software or chaining exploits, can now be done in seconds with the right prompts.

For crypto, where code often controls large pools of funds, that shift raises the stakes.

""You need to be perfect,"" Guillemet warned teams developing blockchain protocols.

The problem is compounded by AI-generated code. As more developers rely on AI tools, vulnerabilities could spread faster.

“There is no 'make it secure' button,” he said. ""We are going to produce a lot of code that will be insecure by design.""

Raising the security bar

For crypto protocols, that means rethinking security from the ground up.

Guillemet pointed to formal verification — using mathematical proofs to validate code — as a stronger approach than traditional audits, which may miss bugs.

Hardware-based security is another layer, he said. Devices like hardware wallets isolate private keys from internet-connected systems, reducing exposure.

""When you have a dedicated device not exposed to the internet, it is more secure by design,"" he said.

That approach is becoming more relevant as malware grows more advanced. Guillemet described attacks that scan compromised phones for wallet seed phrases, allowing hackers to drain funds without user interaction.

For average crypto users, Guillemet's message is blunt: assume systems can and will fail.

""You can’t trust most of the systems that you use,"" Guillemet said.

That could push more users toward cold storage, stronger operational security and keeping sensitive data offline. Even then, risks extend beyond software, including physical attacks targeting crypto holders.

Guillemet expects a divide ahead. Critical systems like wallets and protocols will invest heavily in security and adapt. ",https://www.coindesk.com/tech/2026/04/05/ai-is-making-crypto-s-security-problem-even-worse-ledger-cto-warns,2026-04-05T14:00:00Z,CoinDesk,"AI is exacerbating crypto's security problem, making it easier and cheaper for hackers to exploit systems, according to Ledger's CTO.","AI, crypto, security",negative,"Charles Guillemet, Ledger, Solana",2026-04-06 15:56:33.586661
‘Learn to sit with…’: Data analyst shares 7 simple life lessons that AI cannot teach you,"Data analyst Sakshi Mishra shares seven essential strategies to navigate daily life without over-reliance on artificial intelligence. These methods aim to preserve individual thought and decision-making. Mishra emphasizes embracing discomfort, practicing deep…","Sit with difficult problems



Deep listening



Think like an entrepreneur



Basic life skills



Reading



Relationship investments



Deeper sense of purpose





as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

Artificial intelligence has seeped so deep in almost every field in our daily lives that we fail to recognise its impact. In the professional world, AI makes tasks like data analysis, writing drafts, and coding much easier, while on the personal front, it shapes what we watch, what we purchase, and even how we communicate. But despite the easy accessibility of AI, over-reliance on these tools can slowly chip away at our individuality. But there are ways to overcome them, as pointed out by data analyst Sakshi Mishra in her latest X post.In an elaborate post, Sakshi Mishra listed 7 simple ways to navigate your daily life without AI, so that your thoughts, decisions and actions remain entirely your own, shaped by curiosity, lived experiences, and independent thinking rather than algorithms.Sakshi Mishra stressed the importance of sitting in discomfort as a crucial first step towards learning. In a world where answers are available in seconds, she encourages people to slow down and engage deeply with problems that don’t have immediate solutions. Instead of relying on quick fixes, she recommends writing about ideas you might not fully understand and attempting to solve challenges without a clear formula, as it enables independent thinking.Another key lesson highlighted by the data analyst is the ability to listen genuinely and patiently. She pointed out that listening without any judgment not only strengthens personal relationships but also sharpens thinking. Knowing when to speak, how to articulate ideas clearly, and when to hold back are skills that become increasingly valuable in a fast-paced, AI-driven world where meaningful communication often takes a backseat.You might not be an entrepreneur, but you can always try to think like one with the correct mindset, not necessarily to build companies, but to approach life with a motive. Sakshi Mishta explains that identifying problems, taking ownership, and creating value from scratch helps you to stay relevant and proactive, rather than becoming passive consumers of technology.Beyond intellectual growth, Sakshi Mishra underlines the importance of everyday life skills such as cooking, cleaning, and swimming, as these seemingly simple abilities make you more independent and self-reliant. In her view, confidence built through managing one’s own life is something no academic degree or AI tool can replicate.Sakshi Mishra further urges you to expand your perspective by reading across genres, including psychology, finance, social systems, and inequality. She believes that understanding how different people live and think helps you to develop empathy and think outside the box. This broader perspective is crucial in this interconnected world.In an age dominat",https://economictimes.indiatimes.com/magazines/panache/learn-to-sit-with-data-analyst-shares-7-simple-life-lessons-that-ai-cannot-teach-you/articleshow/130040541.cms,2026-04-05T13:59:30Z,The Times of India,"A data analyst shares 7 simple life lessons that AI cannot teach, focusing on individuality and independent thinking.","AI, self-improvement, productivity",positive,Sakshi Mishra,2026-04-06 15:56:33.586661
‘Cognitive Surrender’ Is a New and Useful Term for How AI Melts Brains,"Once you learn this term, you will unfortunately see it everywhere.",,https://gizmodo.com/cognitive-surrender-is-a-new-and-useful-term-for-how-ai-melts-brains-2000742595,2026-04-05T13:47:51Z,Gizmodo.com,The term 'Cognitive Surrender' is used to describe how AI can overwhelm and impair human cognitive abilities.,"AI, cognitive abilities, technology",negative,,2026-04-06 15:56:33.586661
This Decade’s Visually Stunning Terminator Replacement Movie Is Now a Netflix Hit in the U.S.,"Artificial intelligence has been a key focus of sci-fi cinema for decades. Well before AI became an increasingly prevalent part of our everyday lives, movie fans were treated to films like Blade Runner, The Terminator, Her, Ex Machina, The Matrix, and more. T…","Artificial intelligence has been a key focus of sci-fi cinema for decades. Well before AI became an increasingly prevalent part of our everyday lives, movie fans were treated to films like Blade Runner, The Terminator, Her, Ex Machina, The Matrix, and more. These types of stories have become all the more timely and relevant today, which is why AI continues to be such a fascinating topic for filmmakers to explore. A recent notable example is The Creator, Gareth Edwards’ 2023 offering that stars John David Washington as a special forces agent who finds himself in the middle of a war between humanity and AI. The film had a relatively soft box office performance, but now it’s doing well on streaming.

Videos by ComicBook.com

For the week of March 23rd – 29th, The Creator was the No. 9 movie on Netflix in the United States, beating out The Bad Guardian to secure its place on the chart. This was the first week The Creator placed in Netflix’s top 10.

The Creator Is an Ambitious Sci-Fi Film Worth Watching

Image Courtesy of 20th Century Studios

When The Creator premiered, it arguably made a muted impact. Earning a 67% critics score on Rotten Tomatoes, the film grossed only $104.3 million worldwide against its $80 million production budget. It is worth mentioning that the film released in the midst of the 2023 Hollywood labor strikes, meaning the cast was unable to promote it. That might have had some effect on The Creator‘s box office performance; in its opening weekend, it placed third, behind Saw X and PAW Patrol: The Mighty Movie. Sci-fan fans should not let the uneven reception dissuade them from adding The Creator to their watchlists, as it’s very much a film worth checking out.

With Gareth Edwards behind the camera, one of The Creator‘s biggest selling points, unsurprisingly, is its visuals. Edwards, who has a background in visual effects, has always been a master of portraying scale on screen and immersing viewers with intricate production design. The Creator is another great example of those sensibilities; the sci-fi world Edwards and his crew crafted feels practical and lived-in, and the Oscar-nominated special effects are truly stunning. It’s incredible that the film cost “only” $80 million to make because, in terms of the visuals, The Creator rivals the best of what Hollywood’s blockbusters have to offer. It’s proof that you don’t need to spend well over $200 million to produce something that deserves to be seen on the biggest of screens.

The narrative is where The Creator is a bit more mixed. On one hand, it’s admirable that Edwards set out to make an original sci-fi film that tackles heady topics and attempts to answer pressing questions about the current state of the world. It’s the kind of ambitious project that Hollywood needs more of, however, the general consensus is that The Creator fell short of realizing its full potential. While there’s a lot to appreciate over the course of its run time, some of its themes are short changed, m",http://comicbook.com/movies/news/this-decades-visually-stunning-terminator-replacement-movie-is-now-a-netflix-hit-in-the-u-s/,2026-04-05T13:42:23Z,ComicBook.com,"The Creator, a sci-fi film by Gareth Edwards, has become a Netflix hit in the U.S. after a soft box office performance.","AI, sci-fi, Netflix",positive,"Gareth Edwards, John David Washington, Netflix",2026-04-06 15:56:33.586661
Peter Thiel's 10 Most Insightful Quotes: Timeless Wisdom from Tech's Bold Contrarian,"SAN FRANCISCO — Peter Thiel, the billionaire co-founder of PayPal and Palantir Technologies and an early investor in Facebook, remains one of Silicon Valley's most provocative thinkers.",,https://www.ibtimes.com.au/peter-thiels-10-most-insightful-quotes-timeless-wisdom-techs-bold-contrarian-1865462,2026-04-05T13:42:07Z,Ibtimes.com.au,"Peter Thiel, co-founder of PayPal and Palantir, shares his insightful quotes on tech and innovation.","Peter Thiel, PayPal, Palantir",neutral,"Peter Thiel, PayPal, Palantir",2026-04-06 15:56:33.586661
"Global Markets | Japan's Nikkei rises as traders brush off Trump's Iran threat, focus on potential deal","Japan's Nikkei share average climbed on Monday ​as investors largely shrugged off ​U.S. President Donald Trump's latest threat to attack Iranian infrastructure, ​and instead focused on signs the Middle East conflict could de-escalate.","Live Events



as a Reliable and Trusted News Source Addas a Reliable and Trusted News Source Add Now!

(You can now subscribe to our

(You can now subscribe to our ETMarkets WhatsApp channel

Japan's Nikkei share average climbed on Monday as investors largely shrugged off U.S. President Donald Trump's latest threat to attack Iranian infrastructure, and instead focused on signs the Middle East conflict could de-escalate.The Nikkei was up 1.10% at 53,709.58, as of 0116 GMT, while the broader Topix gained 0.53% ‌to 3,664.43.On Sunday, ⁠Trump ⁠warned that the U.S. could target Iran's power plants and bridges as early as ​Tuesday if the strategic Strait of Hormuz is not reopened.Trump's repeated threats to ​destroy civilian infrastructure have put global traders on edge for reciprocal attacks by Iran on targets in the Gulf states.However, he also suggested a ​diplomatic breakthrough may imminent, saying a deal with ⁠Iran could ‌be reached as soon as Monday and that negotiations ​with Iran ​were already underway, according to a Fox News report.""Trump ⁠has become like the boy who cried wolf,"" said Takamasa ​Ikeda, senior portfolio manager at GCI Asset Management.""If he ​were really willing to attack Iran's facilities, he would have done it already. The market started eyeing the withdrawal of the U.S., and the start of the post-war negotiations between allied nations without the U.S.""The Nikkei is set to rally for a third consecutive session on ‌Monday, but it is too early to be optimistic about the outlook with the yen remaining weak against ​the dollar, ​and oil prices being under ⁠upward pressure.In Japan, chip and artificial intelligence-related stocks climbed, with Advantest and SoftBank Group rising 2.9% and 1.7%, respectively. Shares of Tokyo Electron gained 1%.Energy ​sectors rose, with oil refiners and energy explorers rising more than 1% each.Insurer T&D Holdings fell 6.2% to become the biggest percentage loser on the Nikkei.Of more than 1,600 stocks trading on the Tokyo Stock Exchange's prime market, 76% rose and 19% fell, with 3% trading flat.",https://economictimes.indiatimes.com/markets/us-stocks/news/global-markets-japans-nikkei-rises-as-traders-brush-off-trumps-iran-threat-focus-on-potential-deal/articleshow/130055850.cms,2026-04-06T08:38:45Z,The Times of India,"Japan's Nikkei share average climbed 1.10% as investors focused on potential deal with Iran, brushing off Trump's threat.","Japan, Nikkei, Trump",positive,"Donald Trump, Takamasa Ikeda, Advantest",2026-04-07 08:45:05.883297
"Haryana real estate body orders Rs 4-crore payout for Chintels Paradiso flat buyer, using Google AI","The Adjudicating Officer tracked a 64.7% property rate jump using Google’s ‘AI overview’, and ordered compensation at a rate of Rs 13,000/sqft for the petitioner’s  3,150-square foot unit.","A woman who bought a flat in Chintels Paradiso in Gurgaon’s Sector 109, where a deadly collapse four years ago led to the whole project being declared unsafe, is set to receive a higher compensation of Rs 4 crore.

The Haryana Real Estate Regulatory Authority (HRERA) has directed the developer, Chintels India Private Limited, to pay higher compensation to the flat buyer for her 3,150-square foot unit, after relying on Google’s “AI overview” to track a 64.7% jump in local property rates.

In an order passed on March 30 in the Chintels Paradiso case, Adjudicating Officer Rajender Kumar directed that complainant Aruna Garg be compensated at a rate of Rs 13,000 per square foot.

The rate marks a steep departure from the Rs 7,500 per square foot offered by the developer based on a district collector-appointed committee’s prior assessment.

The complaint was filed before the authority in 2024. To justify the enhanced compensation, the Adjudicating Officer turned to Artificial Intelligence, noting: “According to Al overview, the property prices in Sector 109, Gurugram, experienced significant appreciation between February 2022 (the date when towers of ‘Chintels Paradiso’, including tower where unit of complainant is situated, were declared unfit for human dwelling) and March 2026 (present date) largely driven by developers of Dwarka Expressway.”

“The average property rates for apartments rose from approximately Rs 6,500-7,000 per square feet in early 2022 to roughly Rs 12,000-12,400 square feet by Quarter-1, 2026. The overall appreciation in property rates in Sector 109, Gurugram, saw a dramatic increase of approximately 64.7% over the last three years,” the officer noted.

When contacted, a spokesperson for Chintels told The Indian Express, “We have not yet received any official order [copy] yet. When we do receive it, then we can comment.”

Story continues below this ad

A ‘deadly’ collapse

The case stems from the incident on February 10, 2022, when a portion of Flat Number 603 in Tower D of the Chintels Paradiso project collapsed. The collapse brought down five floors and resulted in the deaths of two women residents.

Subsequent structural audits by a team of experts from IIT-Delhi revealed a widespread presence of chlorides in the concrete at the time of production, the order noted. Experts had noted that poor quality concrete played a role in the deterioration, rendering repairs technically and economically unfeasible.

The project comprised nine residential towers. Each of these structures were declared unfit for habitation after extensive structural audits by IIT-Delhi and the Central Building Research Institute (CBRI). The Gurgaon district administration then ordered their phased demolition, with three towers (F,G,H) having been razed as of late 2025.

What the HRERA said in current case

Holding the developer strictly accountable, HRERA observed: “What to say of the unit allotted to the complainant, the entire project has been found unsafe f",https://indianexpress.com/article/cities/delhi/haryana-real-estate-body-payout-chintels-paradiso-flat-buyer-google-ai-10621745/,2026-04-06T08:34:21Z,The Indian Express,Haryana real estate body orders Rs 4-crore payout for Chintels Paradiso flat buyer using Google AI.,"AI, regulation, Google",neutral,"Aruna Garg, Chintels India Private Limited, Google",2026-04-07 08:45:05.883297
"IT firms face subdued fourth quarter as war, AI concerns persist; weak rupee helps earnings","IT firms brace for a weak fourth quarter due to war, AI concerns, and a falling rupee impacting earnings.","Top Indian information technology firms are set to report another lacklustre quarter, with revenue and profit ​seen rising around 10% year-on-year largely on a weaker rupee rather than underlying growth, ‌seven brokerages said.

Uncertainties due to wars, weak discretionary spending and concerns around ​artificial intelligence will keep weighing on client budgets, making the ⁠revenue forecast for the next fiscal year a key focus for investors, they added.

Tata Consultancy Services, Infosys, HCLTech and other software services exporters are due to report fourth quarter results ‌starting April 9.

""We expect limited deal win surprises, patchy ex-BFSI growth and slow start to (the first half of 2027) on ‌macro/gen AI uncertainty,"" Ambit Capital analysts said in a preview note.

The Indian ‌rupee ⁠fell 4% against the U.S. dollar during the March quarter, and ⁠slid to record low levels.

Software services companies typically benefit as they bill in foreign currencies while incurring most costs in rupees, inflating profits when dollar revenues are converted.

The $315 billion sector, ​employing about 5.9 million people, last ‌reported double-digit revenue growth in the March 2023 quarter. Since then, demand has softened as clients cut discretionary spending, deal cycles lengthened, and spending shifted towards cost optimisation and AI-led projects.

Infosys and HCLTech are likely to provide ‌annual revenue forecasts of a rise between 2%-4% and 4%-6% respectively ​for the fiscal year 2027, the brokerages said.

Revenue for the top six firms -- TCS, Infosys, HCLTech, Wipro, Tech Mahindra, and LTM -- is ⁠expected to grow about 10.9% year-on-year in the March quarter, with net profit rising 10.3%.

On a constant currency basis, or stripping out exchange-rate effects, the top ‌four IT firms are more likely to see revenue rise only 1.8% for the year, Ambit said.

Analysts at Yes Securities said performance was likely to be uneven, with relative resilience in banking and financial services, while retail, healthcare, and hi-tech segments could face pressure due to higher exposure to discretionary spending.

""Our recent interactions suggest that overall client budgets have not increased materially and ‌discretionary spending remains at bay,"" analysts at Jefferies said in a preview note.

However, even a ​modest revenue forecast could support stock prices, HSBC analysts said, noting valuations currently reflect only low-single-digit growth.

While the fears around the impact ⁠due to AI are ""difficult to validate or falsify, the burden of proof now ⁠sits with IT companies. Re-rating, thus, depends on proof of surviving and thriving,"" said analysts at Motilal Oswal. Shares of IT companies are down ‌20% so far this year, on investor worries that advanced AI tools launched by Anthropic and Palantir could disrupt IT's traditional business models and cannibalise ​business. The Nifty 50 is down 13%.

Published on April 6, 2026",https://www.thehindubusinessline.com/info-tech/it-firms-face-subdued-fourth-quarter-as-war-ai-concerns-persist-weak-rupee-helps-earnings/article70829542.ece,2026-04-06T08:24:25Z,BusinessLine,"Indian IT firms are expected to report subdued fourth-quarter results due to war, AI concerns, and weak discretionary spending.","IT, economy, India",negative,"Tata Consultancy Services, Infosys, HCLTech",2026-04-07 08:45:05.883297
"Indian IT firms face subdued fourth quarter as war, AI concerns persist; weak rupee helps earnings","BENGALURU, April 6 : Top Indian information technology firms are set to report another lacklustre quarter, with revenue and profit seen rising around 10 per cent year-on-year largely on a weaker rupee rather than underlying growth, seven brokerages said.Uncer…","BENGALURU, April 6 : Top Indian information technology firms are set to report another lacklustre quarter, with revenue and profit seen rising around 10 per cent year-on-year largely on a weaker rupee rather than underlying growth, seven brokerages said.

Uncertainties due to wars, weak discretionary spending and concerns around artificial intelligence will keep weighing on client budgets, making the revenue forecast for the next fiscal year a key focus for investors, they added.

Tata Consultancy Services, Infosys, HCLTech and other software services exporters are due to report fourth quarter results starting April 9.

""We expect limited deal win surprises, patchy ex-BFSI growth and slow start to (the first half of 2027) on macro/gen AI uncertainty,"" Ambit Capital analysts said in a preview note.

The Indian rupee fell 4 per cent against the U.S. dollar during the March quarter, and slid to record low levels.

Software services companies typically benefit as they bill in foreign currencies while incurring most costs in rupees, inflating profits when dollar revenues are converted.

The $315 billion sector, employing about 5.9 million people, last reported double-digit revenue growth in the March 2023 quarter. Since then, demand has softened as clients cut discretionary spending, deal cycles lengthened, and spending shifted towards cost optimisation and AI-led projects.

Infosys and HCLTech are likely to provide annual revenue forecasts of a rise between 2 per cent-4 per cent and 4 per cent-6 per cent respectively for the fiscal year 2027, the brokerages said.

Revenue for the top six firms - TCS, Infosys, HCLTech, Wipro, Tech Mahindra, and LTM - is expected to grow about 10.9 per cent year-on-year in the March quarter, with net profit rising 10.3 per cent.

On a constant currency basis, or stripping out exchange-rate effects, the top four IT firms are more likely to see revenue rise only 1.8 per cent for the year, Ambit said.

Analysts at Yes Securities said performance was likely to be uneven, with relative resilience in banking and financial services, while retail, healthcare, and hi-tech segments could face pressure due to higher exposure to discretionary spending.

""Our recent interactions suggest that overall client budgets have not increased materially and discretionary spending remains at bay,"" analysts at Jefferies said in a preview note.

However, even a modest revenue forecast could support stock prices, HSBC analysts said, noting valuations currently reflect only low-single-digit growth.

While the fears around the impact due to AI are ""difficult to validate or falsify, the burden of proof now sits with IT companies. Re-rating, thus, depends on proof of surviving and thriving,"" said analysts at Motilal Oswal.

Shares of IT companies are down 20 per cent so far this year, on investor worries that advanced AI tools launched by Anthropic and Palantir could disrupt IT's traditional business models and cannibalise business. The Nifty 50 is ",https://www.channelnewsasia.com/business/indian-it-firms-face-subdued-fourth-quarter-war-ai-concerns-persist-weak-rupee-helps-earnings-6038721,2026-04-06T08:23:53Z,CNA,"Indian IT firms are expected to report subdued fourth quarter results due to war, AI concerns and weak discretionary spending.","IT, economy, India",negative,"Tata Consultancy Services, Infosys, HCLTech",2026-04-07 08:45:05.883297
"Indian IT firms face subdued fourth quarter as war, AI concerns persist; weak rupee helps earnings","INDIA IT-RESULTS/PREVIEW (PIX):GRAPHIC-Indian IT firms face subdued fourth quarter as war, AI concerns persist; weak rupee helps earnings","By Haripriya Suresh and Bharath Rajeswaran

BENGALURU, April 6 (Reuters) - Top Indian information technology firms are set to report another lacklustre quarter, with revenue and profit seen rising around 10% year-on-year largely on a weaker rupee rather than underlying growth, seven brokerages said.

Uncertainties due to wars, weak discretionary spending and concerns around artificial intelligence will keep weighing on client budgets, making the revenue forecast for the next fiscal year a key focus for investors, they added.

Tata Consultancy Services, Infosys, HCLTech and other software services exporters are due to report fourth quarter results starting April 9.

""We expect limited deal win surprises, patchy ex-BFSI growth and slow start to (the first half of 2027) on macro/gen AI uncertainty,"" Ambit Capital analysts said in a preview note.

The Indian rupee fell 4% against the U.S. dollar during the March quarter, and slid to record low levels.

Software services companies typically benefit as they bill in foreign currencies while incurring most costs in rupees, inflating profits when dollar revenues are converted.

The $315 billion sector, employing about 5.9 million people, last reported double-digit revenue growth in the March 2023 quarter. Since then, demand has softened as clients cut discretionary spending, deal cycles lengthened, and spending shifted towards cost optimisation and AI-led projects.

Infosys and HCLTech are likely to provide annual revenue forecasts of a rise between 2%-4% and 4%-6% respectively for the fiscal year 2027, the brokerages said.

Revenue for the top six firms -- TCS, Infosys, HCLTech, Wipro, Tech Mahindra, and LTM -- is expected to grow about 10.9% year-on-year in the March quarter, with net profit rising 10.3%.

On a constant currency basis, or stripping out exchange-rate effects, the top four IT firms are more likely to see revenue rise only 1.8% for the year, Ambit said.

Analysts at Yes Securities said performance was likely to be uneven, with relative resilience in banking and financial services, while retail, healthcare, and hi-tech segments could face pressure due to higher exposure to discretionary spending.

""Our recent interactions suggest that overall client budgets have not increased materially and discretionary spending remains at bay,"" analysts at Jefferies said in a preview note.

However, even a modest revenue forecast could support stock prices, HSBC analysts said, noting valuations currently reflect only low-single-digit growth.

While the fears around the impact due to AI are ""difficult to validate or falsify, the burden of proof now sits with IT companies. Re-rating, thus, depends on proof of surviving and thriving,"" said analysts at Motilal Oswal. Shares of IT companies are down 20% so far this year, on investor worries that advanced AI tools launched by Anthropic and Palantir could disrupt IT's traditional business models and cannibalise business. The Nifty 50 is down 13%.",https://www.livemint.com/companies/indian-it-firms-face-subdued-fourth-quarter-as-war-ai-concerns-persist-weak-rupee-helps-earnings-11775463276613.html,2026-04-06T08:14:36Z,Livemint,"Indian IT firms face subdued fourth quarter due to war, AI concerns and weak discretionary spending.","IT, economy, India",negative,"Tata Consultancy Services, Infosys, HCLTech",2026-04-07 08:45:05.883297
